prot,lig,score
4dt2_protein,4dt2,0.38333333
5ot9_protein,5ot9,0.84984523
5ou2_protein,5ou2,0.40913653
5xag_protein,5xag,0.8180655
4oq3_protein,4oq3,0.1714072
5c4s_protein,5c4s,0.024704142
5qaq_protein,5qaq,0.44716242
3hfz_protein,3hfz,0.0
3rq7_protein,3rq7,0.566893
3ehy_protein,3ehy,0.8597973
1lqe_protein,1lqe,0.46476835
2w92_protein,2w92,0.0
4l0t_protein,4l0t,0.9864395
5b2d_protein,5b2d,0.5819064
3osw_protein,3osw,0.982342
6gnr_protein,6gnr,0.26813984
6mvu_protein,6mvu,0.0
3cz1_protein,3cz1,0.0
4iva_protein,4iva,0.9772344
1fgi_protein,1fgi,0.1640557
2avm_protein,2avm,0.3628049
4uv8_protein,4uv8,0.57247645
6q6y_protein,6q6y,0.44364882
5gvm_protein,5gvm,0.8789474
3eta_protein,3eta,0.11980789
3bqc_protein,3bqc,0.32347327
4jvb_protein,4jvb,0.042890716
4okp_protein,4okp,0.0
5uwl_protein,5uwl,0.20149785
2ff2_protein,2ff2,0.9389241
1jii_protein,1jii,0.8712036
3rin_protein,3rin,0.9197143
4r6w_protein,4r6w,0.5874668
4nl1_protein,4nl1,0.0
6bfa_protein,6bfa,0.8715596
2qu3_protein,2qu3,0.23469868
4zg7_protein,4zg7,0.68878466
5o1a_protein,5o1a,0.41737065
3hrf_protein,3hrf,0.19252512
3dp3_protein,3dp3,0.9420168
1yms_protein,1yms,0.72686833
4uyn_protein,4uyn,0.22300771
1egh_protein,1egh,0.0
2fqw_protein,2fqw,0.014581869
3d9z_protein,3d9z,0.76209676
5ovv_protein,5ovv,0.7327236
3ex2_protein,3ex2,0.6752412
2cli_protein,2cli,0.72466594
3b1m_protein,3b1m,0.23158097
5h63_protein,5h63,8.653513e-05
6cfd_protein,6cfd,0.009615385
2cgu_protein,2cgu,0.6030759
2a2g_protein,2a2g,0.4694206
1o3c_protein,1o3c,0.9618003
5w2q_protein,5w2q,0.93705034
3gds_protein,3gds,0.39921808
6i8b_protein,6i8b,0.31994417
1qiw_protein,1qiw,0.11380924
1ro6_protein,1ro6,0.78691274
3ao1_protein,3ao1,0.69065124
3m5a_protein,3m5a,0.5046244
2w6m_protein,2w6m,0.57915056
3wmc_protein,3wmc,0.0
2w8g_protein,2w8g,0.572314
4awq_protein,4awq,0.8134495
5ia2_protein,5ia2,0.97306037
4xuh_protein,4xuh,0.23856027
6cyd_protein,6cyd,1.0
3r2y_protein,3r2y,0.80939597
4i4f_protein,4i4f,0.7988301
3o64_protein,3o64,0.76865333
4zx6_protein,4zx6,0.42096364
2euk_protein,2euk,0.0
4eg5_protein,4eg5,0.8109606
2o8h_protein,2o8h,0.31593406
5whc_protein,5whc,0.0
3uhm_protein,3uhm,0.78039217
3w8o_protein,3w8o,0.0
3hb8_protein,3hb8,0.80307263
5n9l_protein,5n9l,0.24860595
1m51_protein,1m51,0.9067358
6bto_protein,6bto,0.00044169612
5ct7_protein,5ct7,0.54274523
6fnj_protein,6fnj,0.5330189
5i43_protein,5i43,0.69097584
1jfh_protein,1jfh,0.0
5j6s_protein,5j6s,0.0
1z6e_protein,1z6e,0.8472108
4gs9_protein,4gs9,0.95335275
3img_protein,3img,1.0
5vr8_protein,5vr8,0.0
4bh3_protein,4bh3,0.7771028
5iis_protein,5iis,0.27600524
3rv6_protein,3rv6,0.60409147
5sz5_protein,5sz5,0.85232556
3vby_protein,3vby,0.2511295
5npb_protein,5npb,0.46541354
5i89_protein,5i89,0.8501789
1tv6_protein,1tv6,0.26718855
2ylc_protein,2ylc,0.0
2qnq_protein,2qnq,0.80908287
1mfd_protein,1mfd,0.23219179
5hjb_protein,5hjb,0.00044835007
4k6y_protein,4k6y,0.22858235
1gno_protein,1gno,0.7507042
2wq4_protein,2wq4,0.0
5bvk_protein,5bvk,0.16309887
6eww_protein,6eww,0.2264219
4gqq_protein,4gqq,0.0
1b9v_protein,1b9v,0.9023204
2xzg_protein,2xzg,0.0
2wou_protein,2wou,0.5324773
5t9z_protein,5t9z,0.75777364
5ocj_protein,5ocj,0.0
2q6b_protein,2q6b,0.8866006
2oxd_protein,2oxd,0.93586385
5a7c_protein,5a7c,0.50070226
4j51_protein,4j51,0.023612464
3hu2_protein,3hu2,0.8251953
5tig_protein,5tig,0.017605634
5tzw_protein,5tzw,0.88582677
3tiz_protein,3tiz,0.44555557
6g9n_protein,6g9n,0.7851363
4zme_protein,4zme,0.8795363
4jze_protein,4jze,0.75866103
3mwu_protein,3mwu,0.8604079
5om7_protein,5om7,0.8639547
4cig_protein,4cig,0.72183096
1noi_protein,1noi,0.99086756
1pyg_protein,1pyg,0.53846157
4dmn_protein,4dmn,0.0
2r3n_protein,2r3n,0.67849797
1b5j_protein,1b5j,0.86122346
3qip_protein,3qip,0.0
